	mean_inCluster	mean_outCluster	log2_fold	p-value	relevant_genes
282	121.55696927611264	29.924139418425458	2.022247313313649	2.40908503459702e-19	0610040B10Rik;Grid2ip;Zdhhc4;1110065P20Rik;Yrdc;1700001G01Rik;1700003H04Rik;1700019E08Rik;1700019N19Rik;1700022H16Rik;Osr1;1700022I11Rik;1700025F24Rik;1700027J07Rik;1700030C14Rik;Defb25;Rem1;1700034G24Rik;1700042O10Rik;1700054A03Rik;1700054K19Rik;1700060C20Rik;D630003M21Rik;1700061J23Rik;1700065J18Rik;A730013G03Rik;1700065J18Rik;A730013G03Rik;Gm15867;Sertad4;1700072B07Rik;Tbc1d21;1700083H02Rik;1700088E04Rik;Polr2f;1700095B10Rik;1700096P03Rik;1700109G15Rik;1700119H24Rik;2310034O05Rik;2410004P03Rik;Pqlc3;2410012E07Rik;2700054A10Rik;Smok4a;2700069I18Rik;Zfhx4;2700081O15Rik;Mir6991;2900026A02Rik;3930402G23Rik;4632404H12Rik;Ube2q1;4732471J01Rik;Cxcl17;Lipe;4833439L19Rik;Arl10;4921508D12Rik;4930405J17Rik;Rpl32l;4930406D18Rik;4930412C18Rik;4930412O13Rik;9230102O04Rik;Gata3;Gm13262;4930429F11Rik;4930433B08Rik;4930438E09Rik;4930452A19Rik;4930474G06Rik;4930484H19Rik;4930512J16Rik;4930525C09Rik;Ccer1;4930529L06Rik;4930529N20Rik;4930543N07Rik;4930545L23Rik;4930555G21Rik;9530014B07Rik;4930555K19Rik;4930563D23Rik;Kcne1;4930563J15Rik;Ado;4930568G15Rik;4930578M01Rik;4930579G18Rik;Cdh24;Mir686;Mir6948;Psmb11;Psmb5;4930591A17Rik;4931429P17Rik;4933400F21Rik;4933402J15Rik;4933406J10Rik;4933406M09Rik;Tmem183a;4933424G05Rik;5033417F24Rik;Ankmy1;Dusp28;Rnpepl1;5730409E04Rik;5730559C18Rik;Mroh3;5830428M24Rik;5830432E09Rik;Ptpre;6030407O03Rik;Mir6351;7530416G11Rik;8430423G03Rik;Katnal1;9330158H04Rik;Chrm2;9830132P13Rik;9930014A18Rik;Fam84b;A430090L17Rik;A530058N18Rik;Gjd2;AI314278;AU022793;AY074887;Chrna5;Psma4;Aacs;Abca8b;Abcb10;Abtb2;Acap2;Accsl;Acta2;Stambpl1;Actc1;C130080G10Rik;Actr3b;Adam15;Efna3;Efna4;Adap1;Cox19;Adap1;Cox19;Cyp2w1;Adat2;Pex3;Adcy4;Ltb4r1;Ripk3;Adgre5;Ddx39;Mir1668;Adgrg5;Ccdc102a;Adgrv1;Lysmd3;Aipl1;Akna;Akr1c12;Amer2;Amz1;Ank1;Ankrd23;Ankrd39;Cnnm3;Ankrd33;Ankrd6;Aox2;Ap4s1;Strn3;Apba1;Apcdd1;Apob;Aqp1;Aqp12;Arhgap28;Arhgap45;Polr2e;Arhgap8;Gm20556;Arl14ep;Arsb;Asap1;Asic1;Aspscr1;Myadml2;Notum;Pycr1;Atic;Atp6v0b;B4galt2;Ccdc24;Atp6v1f;Flnc;Aurka;Cstf1;Fam210b;B130024G19Rik;Nr2f2;B3gnt2;B4galt1;Mir5123;BC030870;BC065403;Mns1;Bach2;Bank1;Barhl2;Bax;Dhdh;Ftl1;Tulp2;Bcl9;Best3;Bicdl1;Bloc1s6;Bloc1s6os;Sqor;Bop1;Hsf1;Scx;Bpifb5;C030037D09Rik;Msi2;C130050O18Rik;Gper1;C1galt1;C1qa;C1qc;C330021F23Rik;C9;Calcoco2;Ttll6;Car5b;Card9;Dnlz;Snapc4;Cars;Cavin1;Cavin2;Cbfa2t3;Ccdc149;Gm3519;Ccdc167;Ccdc172;Ccdc173;Klhl23;Phospho2;Ccdc182;Ccdc60;Ccdc88b;Mir5046;Rps6ka4;Ccdc90b;Ccin;Ccr6;Mpc1;Cd1d2;Cd36;Cdc42bpa;Cdc42ep1;Cdh6;Cdk5r2;Gm16582;Cdkl3;Ube2b;Cdkn2a;Gm12610;Cdx4;Cebpd;Mzt2;Cep120;Cep55;Myof;Cers5;Cfap46;Chrna3;Chrnb4;Chrna4;Chst11;Chsy1;Chsy3;Clca4b;Clcn3;Cldn14;Cldn8;Clnk;Cmss1;Cndp2;Cnga3;Col1a1;Coq7;Cox11;Stxbp4;Cox7a2l;Cox8a;Otub1;Crabp2;Nes;Cradd;Crat;Dolpp1;Ptpa;Creb5;Crebl2;Cryzl2;Csnka2ip;Ctbp2;Ctcfl;Ctcflos;Ctnna2;Cxcl13;Cyp11a1;Cyp2j13;D530049I02Rik;Pinc;D630003M21Rik;D730045A05Rik;D830026I12Rik;D830050J10Rik;Raf1;Ddx56;Tmed4;Dennd6b;Ppp6r2;Des;Gm15179;Speg;Desi1;Snu13;Xrcc6;Dhx8;Disp1;Dlg1;Dlg5;Dlx3;Dlx3;Dlx4;Dlx4os;Dmac2;Erich4;Dmp1;Dnajb7;St13;Xpnpep3;Dnajc25;Ptgr1;Dnajc6;Dnph1;Dok5;Dpysl4;Draxin;Mad2l2;Dusp6;Dusp9;Dync1i2;Dyrk1b;E030024N20Rik;E2f7;E330017L17Rik;Ebf3;Ece1;Ecel1;Ecel1;Prss56;Efcab9;Stk10;Ehd3;Eif4e;Mir1956;Emx2;Emx2os;En1;Endou;Rpap3;Entpd6;Epb41l1;Epb41l4a;Epc1;Epcam;Ephb3;Ephx3;Espl1;Mfsd5;Ets1;Evpl;Exph5;F2rl3;Faim;Foxl2;Foxl2os;Fam107a;Fam131c;Fam210b;Fam222b;Fam241b;Neurog3;Fam58b;Fam69c;Gm38576;Fbxo5;Fermt1;Fhl1;Fibcd1;Flrt1;Foxc1;Foxd2;Foxd2os;Foxn3;Fut9;Gabrb3;Mir6389;Galnt15;Gas1;Gatad2a;Gatsl3;Osm;Gdap1;Gdf15;Pgpep1;Gfra1;Ghrhr;Gigyf2;Gli3;Gm10445;Gm10823;Gm1123;Gm11544;Gm12128;Gm13029;Gm14204;Slc32a1;Gm15412;Gm16222;Gm16364;Traf3ip2;Gm17066;Gm17660;Mir5619;Nudt9;Gm17801;Prss34;Ube2i;Gm19424;Slit1;Gm20052;Gm20751;Gm20757;Gm28043;Mir7667;Rnf8;Tbc1d22bos;Gm29805;Rcan1;Gm31333;Gm32693;Gm38413;Gm4489;Gm4710;Gm5069;Itpkb;Gm5907;Tdrp;Gm6578;Gm7244;Gm7443;Nagk;Tex261;Gm7904;Mir1946b;Smarca4;Gm9530;Gna11;Gna15;Gnas;Nespas;Gnb1;Gorasp1;Ttc21a;Gpc6;Gpr157;Gpr39;Gpsm2;Grem1;Grifin;Gstm4;Gsx2;Gtf2e1;Rabl3;H1foo;H2-DMb1;Psmb9;Tap1;Haghl;Mir6966;Msln;Narfl;Havcr1;Hdac7;Hddc3;Rccd1;Unc45a;Hdhd2;Ier3ip1;Hes5;Pank4;Hic1;Mir132;Mir212;Hif3a;Higd1a;Hist1h2aa;Hist1h2ba;Hlx;Hotair;Hoxc11;Hoxc12;Hoxa3;Hoxa4;Hoxa5;Hoxa6;Hoxaas3;Mira;Hoxd10;Hoxd11;Hoxd12;Hoxd13;Hoxd9;Hspa4;Zcchc10;Htr3a;Hyal5;Id1;Ido2;Iffo2;Igf2bp1;Igfbpl1;Igsf3;Incenp;Ip6k3;Ipo9;Mir1231;Iqcf5;Irf2bp2;Isg20;Itga9;Itprip;Izumo1r;Jag2;Mir6941;Kcnab1;Kcne4;Kcnh2;Kcnj13;Kcnk12;Kcns1;Wfdc12;Wfdc5;Khdc3;Rsl24d1;Kif21a;Kif5c;Klhdc4;Klhdc8a;Klhdc8a;Nuak2;Klhl17;Noc2l;Samd11;Klhl32;Klhl8;Kng1;Kng2;Kpna2;Krtap1-3;Krtap1-4;Krtap1-5;Krtap3-1;Krtap3-2;Krtap11-1;Krtap7-1;Ky;Kynu;Lama5;Ldhb;Lemd1;Lemd2;Lima1;Limd2;Lman1;Lmx1a;Lrmp;Lrp3;Slc7a10;Lrrc59;Lrrc72;Lrrc8d;Lrrc9;Lsm5;Luzp2;Mad1l1;Map10;Map7d3;Mbd3;Uqcr11;Mdh2;Styxl1;Tmem120a;Me3;Mep1a;Mepce;Ppp1r35;Zcwpw1;Mettl16;Mex3b;Mir1195;Tgif1;Mir153;Mir1963;Mir350;Mir466f-3;Mir466j;Mir5618;Mir6350;Mir6404;Mir6414;Mir669c;Mir691;Mir6934;Mir701;Mir7025;Mir7033;Pom121;Mir802;Mkrn2;Mkrn2os;Mmp17;Mrfap1;Mrvi1;Mtx3;Mum1;Mydgf;Tnfaip8l1;Myl12b;Myo16;Myo1a;Tac2;Myrfl;Mzf1;Nadk2;Ndst3;Neb;Nectin1;Neurog2;Ngp;Ptpn23;Nkx2-1;Sfta3-ps;Nlk;Nme1;Nme2;Nodal;Nox3;Npy4r;Nrg3os;Nron;Nrsn2;Nrxn2;Nsd3;Ntn1;Nucb2;Nudt3;Rps10;Nxpe3;Odf3l1;Olfm2;Olfr1322;Olfr70;Olfr71;Ophn1;Osbpl3;Ostc;Otog;Ush1c;Pacs1;Pard3;Parvg;Pcif1;Pltp;Pdcd10;Serpini1;Pdcd2l;Uba2;Phf20l1;Tmem71;Phf21b;Piezo1;Pik3r1;Pipox;Pirt;Plcd3;Plppr1;Plxnc1;Pnma1;Pot1b;Pou5f1-rs1;Ppif;Ppifos;Ppp1r16b;Ppp1r32;Ppp3r1;Prdm13;Prkcz;Psd3;Psmc1;Pygm;Sf1;Rangap1;Zc3h7b;Rap2c;Rbm15;Rbp1;Reps1;Rffl;Rgs1;Rgs2;Rhov;Rimbp2;Rmi2;Rnf103;Rnf17;Rph3al;Rpl29;Rpl38;Ttyh2;Rxra;S100z;Sacs;Schip1;Sdk1;Senp6;Sgsm1;Sh2d4b;Shisa2;Six2;Skor2;Slc14a2;Slc25a13;Slc25a33;Slc25a48;Slc2a12;Slc35f1;Slc37a1;Slc38a8;Slc44a1;Smad6;Snhg14;Snrpn;Snhg17;Snhg8;Snora24;Snrnp27;Sorbs1;Sorcs2;Sox30;Spc24;Speer4b;Spon2;Sppl2b;Tmprss9;Src;Srl;Tfap4;Srsf7;Ttc39d;Stc1;Stk24;Strap;Susd1;Syt13;Syt17;Taar3;Taar4;Taar5;Tac4;Tanc1;Tbc1d1;Tbc1d30;Tbx5;Tcf7l2;Tenm3;Tenm4;Tha1;Tiam1;Tiam2;Tifa;Timm21;Timp3;Tjp1;Tll1;Tmem108;Tmem114;Tmem120b;Tmem132b;Tmem63c;Zdhhc22;Tmprss11b;Tnfrsf10b;Tnfsf15;Tnip3;Tnrc6b;Togaram2;Trabd2b;Traf6;Trim29;Trpc7;Trpm8;Trpv4;Tshz1;Zadh2;Tsku;Txnrd3;Ubash3b;Ube2v1;Uqcc2;Vax1;Vdr;Vgll3;Vgll4;Vipr2;Zfp386;Vmn2r-ps54;Zfp788;Vmn2r85;Vmn2r86;Vpreb2;Vsx2;Xkr6;Zdhhc18;Zfand5;Zfp622;Zfp777;Zfp862-ps;Zhx2;Zmynd11
432	112.3842359408812	16.943580250828454	2.729621793339723	1.3450610154260767e-16	0610009E02Rik;Mir6996;Sec16a;0610040F04Rik;1700001G17Rik;Prim2;1700012C14Rik;1700018F24Rik;1700026D11Rik;1700028M03Rik;1700067P10Rik;A730006G06Rik;1700095J03Rik;Stk33;1700122O11Rik;2010010A06Rik;2310015D24Rik;2410004B18Rik;2610035F20Rik;Pcca;Zic2;Zic5;2900041M22Rik;4833417C18Rik;4930461G14Rik;4930463O16Rik;4930505K14Rik;4930563F08Rik;4933427I22Rik;4933427I22Rik;Klhdc7a;Mir2139;4933440M02Rik;6030468B19Rik;Syngr2;Tmc6;Tmc8;6430573F11Rik;8030411F24Rik;Cst12;Cst8;A330041J22Rik;Me1;A3galt2;A530016L24Rik;A630001G21Rik;Mir8096;A630023P12Rik;A630072M18Rik;Rsbn1l;A930033H14Rik;Rhobtb1;AU016765;Aatk;Mir3065;Mir338;Ackr3;Actl11;Camkv;Mst1r;Acvrl1;Adamts14;Adora2a;Aebp1;Polm;Afg3l2;Prelid3a;Agtrap;Ahnak;Aldh1a3;Aldh1b1;Arhgef10l;Arrdc4;Arsi;Camk2a;As3mt;Borcs7;Atf7ip;Atp2a1;Sh2b1;Atp2c2;B930092H01Rik;Bak1;Ggnbp1;Bambi;Birc7;Nkain4;Bscl2;Gng3;Hnrnpul2;Lrrn4cl;Ttc9c;C530008M17Rik;Caml;Ddx46;Ccnc;Cd93;Cela3a;Celf2;Celf6;Chd7;Chmp2a;Mzf1;Ube2m;Cit;Cldn1;Cldn14;Cldn15;Fis1;Plod3;Znhit1;Clmp;Cnn3;Cntn1;Cog1;Slc39a11;Sstr2;Col14a1;Cox4i2;Id1;Cped1;Cpne4;Crygn;Cryzl2;Csad;Itgb7;Zfp740;Cuedc1;Mrps23;D17Ertd648e;D630024D03Rik;Dab1;Dagla;Dao;Ssh1;Dclk2;Dgcr14;Gsc2;Slc25a1;Tssk2;Dld;Dmp1;Dnm2;Dnmbp;Dok5;Ece1;Efhd1;Eif2ak4;Emp2;Enkur;Thnsl1;Extl3;F2rl3;Fabp6;Fam109a;Sh2b3;Fam126a;Fam160a1;Fam43a;Fbxo10;Tomm5;Fbxo11;G3bp2;Uso1;Gins3;Glod5;Glrb;Glrp1;Gm10466;Gm10510;Gm12695;Gm13944;Gm14486;Gm19402;Tspear;Gm28822;Gm35135;Gm42788;Gm8615;Gm4651;Mical3;Gm4793;Nav1;Gm5091;Gm6498;Gnmt;Pex6;Gulp1;Hbegf;Hcrt;Kcnh4;Rab5c;Hdac11;Hectd4;Rpl6;Hist1h2af;Hist1h2bh;Hist1h3f;Hist1h3g;Hist1h4h;Hr;Lgi3;Reep4;Hsd11b2;Htr3a;Hydin;Iffo2;Ifnb1;Igfbp2;Igfbpl1;Itprip;Kcnip2;Kctd7;Kdm8;Kif7;Pex11a;Plin1;Wdr93;Klhl32;Klhl38;Klhl8;Lats2;Ldlrap1;Lfng;Lgr6;Ptpn7;Ptprv;Lingo3;Lsm7;Mir1982;Oaz1;Oaz1-ps;Sppl2b;March10;Matn4;Rbpjl;Mctp2;Mef2c;Mir378c;Mir3965;Mir455;Mir499;Myh7b;Mir6368;Mir6376;Mir6396;Pabpn1l;Mir6401;Mir7075;Terf2;Mir8104;Ppm1h;Mirlet7a-1;Mirlet7d;Mirlet7f-1;Zfp169;Mmp14;Mrpl52;Mrnip;Mt4;Mtr;Myo1b;Myo3b;Myo5b;Ndufaf4;Nell1;Nfatc2;Nfkbia;Ngef;Nhsl1;Nme5;Nolc1;Nron;Ocm;Olfr1350;Olfr1513;Sall2;Olfr324;Olfr325;Osbpl10;P4ha2;Papln;Pax6;Pax6os1;Peg10;Sgce;Pitpnm3;Pknox1;Plekhh2;Pm20d1;Ppp1cb;Ppp2r3d;Prdx6b;Rabif;Rai1;Ret;Rimklb;Samsn1;Scn10a;Sema4b;Serinc5;Spz1;Slc13a3;Slc2a10;Trp53rka;Slc1a2;Slc6a5;Smc3;Smndc1;Snap91;Snord12;Zfas1;Znfx1;Snx7;Sppl2c;Sptbn1;Stfa3;Syt2;Tac2;Zbtb39;Tctn1;Tead1;Th;Thada;Tiam2;Timp2;Tmem131l;Tmem150cos;Tmem2;Trhr;Trp63;Tshr;Tubg2;Ubash3b;Vps37b;Vstm2l;Vsx1;Wnt7a;Wnt8a;Zdhhc13;Zfp385b;Zfp787;Zxdc
428	67.09529734718765	7.553824899330348	3.150915457132081	1.2125284134630736e-14	4833422C13Rik;Acot12;4932435O22Rik;4933407G14Rik;A530016L24Rik;Tmem179;A930019D19Rik;Acer3;Adgrg1;Akt1;Zbtb42;Anks1b;Arhgef37;Asic4;B130034C11Rik;Cct8;B230118H07Rik;Rag1;Rag2;Becn2;Btbd6;Nudt14;Btg2;C1qtnf1;Cant1;Gm11747;C4bp-ps1;Pfkfb2;Yod1;Cadm4;Plaur;Camk1g;Car4;Cblb;Ccdc32;Rpusd2;Cdk20;Cntn2;Csk;Lman1l;Dact1;Dclk1;Dppa2;Dpt;Epb41l1;Erp27;Fam92a;Gm11149;Gm11468;Gm11733;Gm15401;Tgoln1;Tgoln2;Gm19299;Gm20544;Smad7;Gm31592;Gucy1b2;Kcnip1;Kcnn3;Kremen1;Lax1;Lingo1;Lmcd1;Map4;Mir3075;Mir6341;Mir7049;Mir7662;Mir7689;Mllt6;Mmab;Mvk;Musk;Nes;Nmd3;Nppa;Olfr1260;Olfr1261;Pabpc6;Pdgfc;Prpf40b;Rab8b;Rgs3;Rpia;Slc6a12;Smim12;Sox2;Src;Suds3;Taok3;Tiam2;Tmcc2;Tmem222;Tox2;Tspan15;Vangl2;Wnt16;Yy1
49	41.86915783999827	6.396034123933145	2.710619248704367	1.3046889852341762e-13	AI839979;Adamts17;Aqp5;Aqp6;Arx;Aurka;Cstf1;Fam210b;Bmp1;Sftpc;Bsnd;Pcsk9;C530008M17Rik;Cacnb1;Rpl19;Stac2;Cdh12;Dars;Dlx1;Dlx1as;Dlx2;Dpysl4;Egf;Gm12505;Gm28590;Htr3a;Il18bp;Kcnj12;Limch1;Mir326;Mir9-3;Mir9-3hg;Mtss1;Nrsn1;Nxph1;Pacsin1;Pde5a;Rabif;Slc6a1;Spns2;St8sia5;Tmem266;Tmem268;Tox2;Zfp703;Zic1;Zic4
474	39.4761201569771	9.879827921218865	1.9984114367285446	2.691166146351576e-13	2410004I01Rik;C1ql1;4930532I03Rik;Ppfia2;4930546K05Rik;Airn;Igf2r;Ampd2;Gm12500;Gnat2;Apc;Gm10548;Brd7;C530008M17Rik;Cela2a;Ctrc;Ctrcos;Chst12;Csdc2;Polr3h;Dhx32;Dlx1;Dlx1;Dlx1as;Dlx2;Dlx6;Dlx6os1;Dnah17;Dock10;Dpf3;Frmd7;Fto;Rpgrip1l;Gigyf1;Gnb2;Mir6418;Pop7;Gm30539;Gm9054;Plekho1;Hydin;Klf13;Krtap6-2;Mir3081;Mir3962;Mir5618;Necab1;Nrxn3;P4ha2;Pbp2;Pdcl3;Pwwp2b;Rab11fip4os2;Rapgefl1;Wipf2;Rarb;Rassf2;Rere;Saxo1;Saxo1os;Sipa1l1;Sp9;Syne3;Tcf20;Th;Tmem229b;Tmprss6;Ubash3b;Uchl4
188	28.144657394448405	11.973415527287711	1.2330194101756304	6.664232886826224e-13	0610009O20Rik;1700086O06Rik;0610039H22Rik;1110006O24Rik;Rab35;1700027A15Rik;Tnp1;1700030O20Rik;4930579P08Rik;1700108J01Rik;2010001A14Rik;Hand1;Sap30l;2900052N01Rik;3110082J24Rik;Garem2;Gm4961;4631405J19Rik;Prdm11;4921513I03Rik;4930431F12Rik;4930443O20Rik;4930445N18Rik;4930452A19Rik;4930461G14Rik;4930506A18Rik;4930543E12Rik;4930565D16Rik;4930578M01Rik;Tuba1a;4930581F22Rik;St3gal4;4931428L18Rik;Pih1d3;4933400F21Rik;4933402D24Rik;4933427I22Rik;Klhdc7a;Mir2139;5031425F14Rik;5430427M07Rik;9130015G15Rik;9430078K24Rik;9630013K17Rik;A630077J23Rik;Olfr159;A930001A20Rik;AI413582;Hmga1;Hmga1b;AI507597;Fblim1;Slc25a34;Tmem82;Abr;Accsl;Adam11;Adam30;Agpat4;Aimp2;Ankrd61;Pms2;Akt2;Aldh7a1;Mir1258;Phax;Alpl;Ang2;Ear14;Ear4;Angpt4;Ankrd46;Appl2;Aqp4;Arhgef16;Arhgef17;Arrb1;Mir326;Aspg;Mir3073a;Mir3073b;Atp13a4;Atp1b2;Sat2;Shbg;Atp1b2;Shbg;Trp53;Atp6v0e;Axdnd1;B430319G15Rik;Plod2;BC024386;Cox8b;Nlrp6;Bbox1;Bcas1os2;Bcl7b;Tbl2;Blzf1;Nme7;Bmp7;Bmpr1b;Bod1;Btbd17;Gpr142;Kif19a;C030037D09Rik;Msi2;C9;Calb2;Capn8;Carmil1;Cbr4;Ccdc60;Ccr10;Cntnap1;Plekhh3;Tubg2;Cd164;Ppil6;Smpd2;Cdc6;Rara;Cdk5rap3;Cdkn2aipnl;Cebpg;Cep95;Ddx5;Mir3064;Chn1os3;Chrna1;Chrna1os;Clic4;Cmklr1;Col9a3;Mrgbp;Ogfr;Cplx2;Cs;Ctnnbl1;Cxcl14;Cxcl17;Cyp2d10;D030025P21Rik;Ltbp2;Dao;Ssh1;Dennd2a;Dhrs1;Nop9;Rabggta;Tgm1;Dhx9;Dio2;Dlg5;Dnajc2;Psmc2;Edar;Edc3;Emg1;Phb2;Endou;Entpd5;Epc1;Mir1893;Etaa1;Etaa1os;Eva1a;Fam13c;Fam49b;Fars2;Lyrm4;Fbln1;Fbxo42;Szrd1;Fezf1;Fgd4;Foxn3;Foxn4;Foxp4;Fxn;Gadl1;Gcnt4;Glra1;Gm10421;Gm10636;Gm11346;Ripor2;Gm12018;Gm12159;Gm12830;Gm13133;Gm14204;Slc32a1;Gm14762;Gm17660;Mir5619;Nudt9;Gm20544;Smad7;Gm30731;Pou3f2;Gm36742;Gm38414;Gm4632;Gnat1;Slc38a3;Gnb1;Tmem52;Gramd4;Grina;Mir6953;Mirt2;Spatc1;Hhat;Hils1;Sgca;Hspa8;Hspb8;Srrm4os;Htra1;Mir7061;Htra3;Inppl1;Phox2a;Irf2bpl;Itih4;Mustn1;Kbtbd11;Kif24;Nudt2;Kifc3;Lamtor5;Lasp1;Lcn9;Sohlh1;Lif;Lima1;Litaf;Lsm4;Pgpep1;Ltbp4;Mapk4;Mars2;Rftn2;Mid1;Mir103-2;Mir103-2;Pank2;Mir3089;Mir3093;Mir9-1;Mir33;Mir6346;Mir6352;Mir6715;Tectb;Mir6926;Mir7021;Mmp14;Mrpl52;Slc7a7;Mpg;Rhbdf1;Mtss1l;Myo6;Nacc2;Nat8;Nat8f5;Nat9;Slc9a3r1;Tmem104;Ncor2;Neurod4;Nfasc;Nfia;Nfkbia;Nkx2-4;Nrxn1;Ntsr2;Nuak2;Osr2;Otud5;Otx1;Padi2;Pakap;Palm2;Pan3;Pdzk1ip1;Pinx1;Pkd2l2;Plbd2;Sds;Sdsl;Plekha7;Plekhm3;Polr2k;Spag1;Ppp1r17;Prss43;Prss45;Prss46;Ptges;Ptpa;Ptprs;Qtrt2;Rab26;Rab26os;Traf7;Rab33b;Rab37;Slc9a3r1;Rb1;Rbp1;Rcn2;Rhbdf2;Rnf24;Rph3al;Rpl10a;Tead3;Rtcb;Runx1t1;Sept9;Serpina12;Sfrp5;Shisa2;Slc13a2;Slc13a2os;Slc1a3;Slc22a12;Slc41a3;Slc7a10;Smim3;Snta1;Sox1;Sox1ot;Sox7;Srsf3;Steap3;Sv2b;Tap2;Tmem51;Tmem51os1;Tnfrsf19;Tnxb;Tox2;Triobp;Trpm1;Tspan12;Txndc11;Tyro3;Ube2v1;Zbtb40;Zfp423;Zfp703;Zfp941;Zxdc
592	16.47243806881846	4.993978162651161	1.7217725546326756	1.6624625162495724e-10	1700022H01Rik;Ppa1;Sar1a;1700042G15Rik;Csk;Lman1l;Dnlz;Gpsm1;Hebp1;Kcnab2;Nphp4;Pacsin2;Stpg2;Tiam2
168	17.705685503992942	9.253185015697213	0.9361833153083436	2.20894462449487e-09	1700100L14Rik;1810041H14Rik;Ubac2;2010010A06Rik;2410021H03Rik;3110015C05Rik;Actbl2;4930589L23Rik;Fnip2;4932435O22Rik;5730488B01Rik;Pax5;A430088P11Rik;Fam83f;AU015791;Ackr1;Adam19;Ang2;Rnase2b;Ankrd46;Anln;Ap4e1;Appl2;Arhgap23;Asap3;Asic4;Gmppa;Atxn7l1os2;Efcab10;BB014433;Myom2;Bfsp2;Bicra;Ccdc181;Slc19a2;Ccdc33;Cdc14a;Cdk18;Cep170b;Mir6940;Chst13;Uroc1;Cish;Mapkapk3;Col5a3;Rdh8;Cox4i2;Cpeb2;Gm7854;Csmd2;Cspg4;Csrp1;Ctif;Cxxc5;Dcps;Dennd5a;Tmem41b;Dennd5b;Dip2b;Dok7;Hgfac;Efna5;Ehd2;Nop53;Snord23;Elac2;Erp44;Invs;Fbxo43;Polr2k;Spag1;Fxn;Fyttd1;Rubcn;Gale;Hmgcl;Gfod1;Gm10538;Nfasc;Gm20597;Gm33301;Gm536;Gm6566;Gstz1;Pomt2;Gpr37;Gpr62;Parp3;Rrp9;Gpsm1;Gramd1b;Hmgcr;Il12rb1;Mir7240;Kndc1;Ldlrad4;Lin28a;Lzts2;Pdzd7;Sfxn3;Map4k4;Mbp;Med24;Thra;Mir664;Snora36b;Mir7117;Mobp;Rpsa;Snora62;Mog;Zfp57;Mpzl1;Mrpl48;Mtch2;Mtcl1;Mycl;Ndrg1;Ndst1;Nfix;Nfkbia;Ocstamp;Zfp334;Opalin;Pacs2;Phlda2;Pigm;Plekha1;Ppfibp2;Ppp2r5c;Rab14;Ralgds;Rin2;Rnf122;Sag;Scarna6;Sema4d;Sema7a;Serpind1;Sf3b5;Sil1;Slc2a1;Slc6a9;Smu1;Spock3;Srprb;Stmn4;Thra;Tmem38b;Tppp;Wnt10a;Wnt11;Wnt5b;Zfp24;Zfp532
222	6.876712240551398	2.985089981327529	1.203917206462571	2.0296040557353464e-08	1700001D01Rik;1700016A09Rik;Gse1;Mir7687;1700017J07Rik;4930449E01Rik;A830019P07Rik;Aamp;Pnkd;Tmbim1;Ampd3;Ankrd52;Mir6914;Mir6915;Nabp2;Slc39a5;Arhgef3;B230208H11Rik;BC025920;Tle6;C1qtnf5;Mfrp;Rnf26;Camsap2;Ccnd3;Taf8;Cdh4;Cdkn1c;Slc22a18;Cisd3;Mir6927;Mllt6;Pcgf2;Cmtm5;Efs;Il25;Slc22a17;Crebrf;Dpep3;Mir7074;Slc12a4;Eif4enif1;Sfi1;Ephx3;Notch3;Fam222a;Fbp2;Frmd8;Slc25a45;Gas7;Gm11413;Gm9530;Ier5;Gramd1b;Igsf9b;Inka2;Lims1;Lnx1;Mir6538;Myo10;Nckap5l;Neurl1b;Plekha7;Pola2;Slc22a20;Ptpn12;Rgl1;Rora;Rxra;Slc6a1;Spon1;Srl;Sst;Stard13;Syt8;Tnni2;Tbcel;Thrsp;Traf4;Tspan11;Ttyh3;Zmiz1
318	8.545066349806977	3.0092633613981343	1.505650263900038	3.76391256901938e-08	2700081O15Rik;Mir6991;2810459M11Rik;Psmd1;2900052L18Rik;Bahcc1;4930503F20Rik;9630001P10Rik;Fam184b;A730020M07Rik;Agt;Capn9;Arl8a;Gpr37l1;Atp1a2;Igsf8;B330016D10Rik;Spen;Banp;Car5a;Bcan;Bloc1s1;Cd63;Gdf11;Rdh5;Btg2;Cdx1;Pdgfrb;Celf4;Cpne2;Cuedc1;Disp3;Dus1l;Gps1;Rfng;Emid1;Fam107a;Fam181b;Fgfbp3;Fzd9;Gm3219;Gm35978;Notch1;Gpr153;Grid1;Hes5;Pank4;Hip1r;Mir7032;Kcnip3;Lipg;Lrrc4b;Mars2;Rftn2;Mir3093;Mir9-1;Mir6391;Nhsl1;Nkain2;Nrarp;Tor4a;Orai1;Sdc3;Smox;Sparc;Tmem253;Zfp219;Trib1
